m,merr,pt,p
5300.667,23.977,17127.9060981,294889.575515
5262.901,10.824,558.766722345,48975.1976381
5126.666,13.955,26712.4117432,259905.052845
5247.998,12.489,18567.4408943,103825.310777
6049.134,12.812,15177.1740773,85071.9219246
5252.855,10.605,2318.77920995,36127.8893458
5291.155,11.149,1990.19512958,55858.5957544
5300.201,14.382,5574.61414293,171234.19622
5274.33,13.371,9370.81389031,122814.760206
6454.157,16.205,7689.11231897,130884.073281
6019.981,16.321,8109.2491989,150488.566939
5557.001,14.429,11476.8645467,147210.742341
5281.566,14.364,7080.35986301,159094.740425
5555.282,14.099,4389.65258154,150062.457173
4751.261,15.217,5226.34762629,171799.654223
5288.58,16.435,9173.90599104,107154.180001
6035.624,17.554,7804.36219806,96338.4753165
6099.675,17.211,8684.83949515,100017.718832
5345.349,17.136,8684.83949515,100017.718832
5283.004,10.485,3245.4857456,67369.9995049
5358.413,13.351,14852.0259785,155100.354239
5280.017,13.887,28458.697228,155906.446985
5275.848,20.126,17601.3311244,308631.552827
5299.725,14.294,5616.70140464,170624.731605
5382.249,14.548,5641.35486549,169435.750356
5894.512,14.365,5641.35486549,169435.750356
5486.822,15.342,4972.14433106,151618.329736
6344.297,17.121,4571.6675497,168552.850193
6344.297,17.121,4571.6675497,168552.850193
5275.227,11.255,11843.655958,70060.1995138
5275.389,17.129,7006.79480736,77650.7044573
5253.53,12.375,4330.69484533,59493.6405526
5259.428,14.938,9781.45928562,193313.764022
5302.321,17.19,11929.430974,216587.729981
4759.441,12.326,5043.9725286,122295.591346
5058.222,12.168,5043.9725286,122295.591346
5285.488,13.67,3850.23894627,97878.4876027
4700.731,11.715,6620.56932322,83902.1266192
5219.422,12.226,7177.56278145,94749.6916957
4776.907,11.673,6620.28124298,83903.0509259
4704.49,11.71,6620.28124298,83903.0509259
5206.753,12.073,12185.6040534,99251.7920089
5283.276,10.688,2807.18957023,66215.9114412
5455.816,11.897,2562.17719085,52090.7308275
5132.279,10.724,9598.5215737,136592.267854
5903.895,21.98,7303.69875826,266985.579253
5283.238,16.42,11846.0497861,192788.120089
5289.59,16.433,11848.164839,192793.999174
5225.117,16.471,11847.2237714,192794.899529
5225.117,16.471,11847.2237714,192794.899529
5206.868,12.683,8731.16545035,64741.8692679
5267.511,13.457,8941.24095817,106194.66101
5480.143,15.277,5234.90613158,172011.716522
5298.164,15.198,11877.0539218,199435.732943
5289.605,11.756,6934.24820523,44794.1442664
5414.438,10.804,7392.08665402,54719.2914248
5247.753,17.044,9284.67048986,199795.49995
5225.126,12.158,8375.92381362,105522.238559
5266.401,12.89,6041.62701408,146346.4016
5096.029,12.674,5660.81376197,138605.93507
5096.029,12.674,5660.81376197,138605.93507
5403.481,10.783,7197.68171358,61426.7418551
5321.688,10.512,9584.46827815,90858.2182844
5151.55,10.136,2093.14973191,34370.8844819
5161.997,18.603,12178.4135883,275722.236322
5223.501,18.567,12174.2535997,275713.730735
5339.014,11.519,5676.17416397,56919.857471
5478.112,13.486,3358.86007407,79903.7482846
5281.758,16.997,3283.73512344,110923.42588
5257.886,19.984,9750.9199498,176510.779038
5349.502,12.329,4122.33459207,83627.3052292
5924.887,16.949,10436.8312246,124976.005906
5914.337,16.878,10436.3863227,124986.332431
5916.43,16.906,10437.2737111,124989.067205
5916.43,16.906,10437.2737111,124989.067205
5443.605,20.247,8643.20087794,355011.880274
5283.457,13.316,6765.04734359,79918.3038314
5268.484,14.532,9233.67304557,131017.125098
5934.849,14.292,7999.29601618,120792.082445
5286.425,10.801,8131.11966069,62689.8953249
5262.454,15.629,1796.65849067,72400.8758548
5253.537,13.745,25014.2739729,179632.090139
5461.621,19.573,19537.2546932,482248.777097
5441.299,14.081,13237.4844362,179076.174048
5240.336,15.677,17492.4742547,412462.243804
5284.424,13.421,6917.20744423,84136.627708
5279.13,11.574,14061.3862237,85503.4311209
5215.323,11.609,14061.6527887,85504.7572588
5288.945,14.648,7637.47274301,136000.440819
5296.722,15.298,22347.5532427,151663.229544
5339.157,16.876,8207.94784371,65478.6029379
4772.456,15.305,4451.30238228,126451.22107
5289.214,10.789,10044.8956682,72840.6220744
5130.336,9.903,6821.76243862,50148.2651427
5273.518,10.957,3552.27007708,51784.9005563
5290.665,12.827,8633.4429683,105545.81208
5248.412,20.77,8089.89438786,255065.425622
5288.119,13.057,4203.44142894,66600.0617901
5293.916,12.936,11470.4566683,63657.774784
5263.275,12.606,6386.91176861,53365.5586185
5198.854,13.049,5590.08835398,48619.8505393
4772.15,12.929,5127.83712172,42163.0931095
5231.325,13.16,5578.55833865,49190.1503655
5157.702,13.175,5578.55833865,49190.1503655
5192.799,10.645,3218.79947752,41905.4724119
5286.385,11.186,2933.78615385,67672.4137774
4961.799,20.615,2132.08141843,203345.087787
5264.072,21.329,5389.2912606,228526.446101
5344.069,17.085,14786.6584911,145592.169024
5278.088,10.764,10182.929026,76919.8855579
5298.131,14.997,5047.80693427,145120.796726
5470.886,13.848,2979.90446625,65668.1362524
5387.55,11.707,6793.64177105,63704.3142179
5269.104,11.669,2679.04772904,45347.3161246
5284.617,15.282,6686.12799711,146092.460252
5123.311,14.831,6423.09291358,143052.182308
4963.099,14.805,6423.09291358,143052.182308
5161.904,11.377,7648.0375251,63499.3678326
5214.258,16.009,4187.07668797,124282.78116
5427.714,10.764,681.427066824,36667.9022813
5293.384,11.642,1473.74699626,70581.0277541
5345.629,12.577,10080.2166682,97919.8983056
5268.379,15.666,23608.8622988,243967.348598
5329.191,15.446,11544.1273299,133114.297861
6160.205,16.13,10732.5564766,133447.395092
4697.335,10.361,1589.96601174,51082.310295
5298.459,25.958,15562.4532533,686977.454746
5237.29,12.895,2103.94663668,103149.939305
5277.183,12.299,1310.23126268,71922.6553798
5376.903,16.231,6036.11528492,143983.809197
5252.454,15.781,5859.99084652,135517.566851
5787.974,17.101,5828.45863139,152371.64473
5290.633,13.787,12930.1222657,205658.95168
5231.501,34.947,26034.0220448,552623.470368
5271.16,15.52,9649.25741161,201619.373217
6619.648,14.585,9606.3303713,197583.29394
5020.058,14.964,9606.3303713,197583.29394
5304.013,15.648,9673.64046982,269809.243325
6218.744,11.1,2713.03616203,71636.1031255
5236.821,11.613,9191.52407913,128996.653012
5485.827,12.448,7619.54878098,72374.3693492
5819.162,13.077,5704.85270486,119349.372818
5032.619,10.514,5257.80515533,120536.986932
5281.861,14.235,10123.4100013,179846.674937
5281.729,20.228,13859.7679628,411814.743728
5415.206,11.999,14344.1865693,109889.704065
6025.531,16.983,7220.72605896,144178.587073
5820.863,16.498,6908.43316897,139934.335624
5531.142,14.447,7932.52496072,144844.977939
6631.891,16.831,7223.32698865,144196.524968
6295.375,16.872,7222.75620433,144194.389025
4933.875,14.144,7451.51402495,139008.441984
6078.252,17.018,6751.31688406,138367.845054
5488.8,15.007,7753.03382367,143273.126328
5251.858,16.771,6898.6387388,139926.870924
4906.798,14.514,7923.46265038,144837.901786
6631.153,16.828,7223.21313363,144197.098536
6294.78,16.874,7223.90813788,144193.847484
5917.081,16.524,6899.28319097,139929.489548
5560.621,14.452,7813.73091211,145381.002498
5539.509,14.433,7930.87695752,144840.26464
6635.633,16.865,7224.2317702,144196.150822
5816.848,16.49,6898.6387388,139926.870924
5527.121,14.464,7923.46265038,144837.901786
6631.153,16.828,7223.21313363,144197.098536
6294.78,16.874,7223.90813788,144193.847484
5917.081,16.524,6899.28319097,139929.489548
5560.621,14.452,7813.73091211,145381.002498
5539.509,14.433,7930.87695752,144840.26464
6635.633,16.865,7224.2317702,144196.150822
5171.026,12.756,2564.7649251,92225.6395354
5970.821,12.362,11512.1580935,62677.859804
5712.406,11.946,6546.84975194,91126.9076021
5301.572,25.947,18397.9551353,124516.457311
5277.474,11.264,5267.78279246,41923.6301171
5416.169,11.27,5643.02484738,61684.639485
5463.829,13.358,2850.07801837,98359.2109133
5300.289,16.192,1409.46457075,187420.829887
5276.129,14.717,7358.46966419,183957.691552
5259.033,12.303,2084.96744927,64717.1240285
5274.241,9.717,1534.78089788,58873.1787103
5396.951,16.278,11257.4117117,167772.637794
5993.838,18.045,9186.17040195,135892.612319
5993.838,18.045,9186.17040195,135892.612319
5196.896,16.645,4227.68824859,147284.258872
6443.073,18.635,3795.88996069,144284.020647
5149.138,17.269,3816.37039976,141570.479038
6278.892,19.242,3516.0440148,138577.012579
5106.006,16.413,4335.32255673,143067.800801
6221.197,18.343,4039.38654761,146325.575212
6125.046,18.312,4039.38654761,146325.575212
5174.239,12.793,2884.18863329,72921.0603329
5032.405,12.621,3076.81789988,72431.2997663
5294.053,10.715,3381.47968175,43753.2648679
5225.244,11.71,702.179481614,69371.153845
5276.58,30.864,6418.35149088,322482.418391
5278.03,15.846,16815.7475826,451228.50165
4975.535,10.297,7906.43103056,50138.9681545
4970.62,10.294,7907.36614411,50140.4586024
5327.185,18.007,4800.62241069,187001.839805
5374.054,18.004,4800.62241069,187001.839805
5220.722,9.945,5017.64599074,48760.9921543
5500.368,11.553,8985.78587568,57631.1767501
5281.272,17.424,5319.60147223,221989.22684
5220.485,13.174,8530.3110025,151156.63996
5254.019,11.358,7765.90583273,98123.0972172
5280.714,14.184,15762.8284406,163350.521246
5269.328,17.175,17882.0095066,381993.428984
5294.776,9.436,2706.15709332,46991.3563432
5276.015,10.275,3696.85167552,36251.6603736
4961.39,11.97,5835.33558932,60974.7654973
5282.709,16.72,3659.3049161,181127.708058
5272.524,13.809,7804.28508696,209837.538844
5255.345,11.412,11977.611407,57733.7987075
5245.536,16.123,3918.63446447,186268.383838
5259.811,16.713,917.674398248,149113.943795
5275.274,12.044,4558.70262757,53815.7203286
5700.344,16.603,2682.37585334,139939.12047
5289.216,24.389,23420.2441578,529406.613926
5422.849,14.835,6099.61061788,161251.1356
5274.351,12.311,7647.46152285,91783.231573
5259.838,12.83,6024.16831393,73733.4253576
5510.585,13.051,7339.99504155,92576.3875063
5304.059,12.645,8033.38078333,84113.448835
5275.352,15.698,6704.83162331,145844.390462
5025.383,15.903,10444.8095691,297472.95456
5275.141,13.397,10916.4287141,98490.2949522
5277.884,13.619,13806.5393179,120532.72276
5644.751,13.855,8033.52324523,132131.742579
5283.719,18.021,602.352150324,84861.8077855
5135.864,19.144,527.514056685,85941.3089752
5085.598,12.759,1551.74772695,82391.0640519
5400.189,13.423,2178.3719857,87184.9582578
5354.785,12.742,1666.09386257,83347.9039648
5353.26,12.617,1504.0088907,79331.0782585
5061.869,12.712,1504.0088907,79331.0782585
5276.709,11.995,7867.01508488,114031.405962
5277.428,11.929,2578.70254805,45462.8024079
5269.913,11.963,2584.07899639,45463.057764
5272.793,11.909,2578.81003911,45462.1795194
5272.793,11.909,2578.81003911,45462.1795194
5262.336,14.711,6714.95663392,91917.0770562
5293.509,12.628,3540.59759933,163106.252949
5238.14,17.99,10766.2568443,390063.13975
5383.288,18.406,9614.33435476,362086.005419
5289.663,14.205,14683.0015688,139817.12074
5282.595,14.01,10577.5460383,141004.410792
5364.905,10.906,2348.41739529,49541.7920293
5318.741,11.925,3214.31880007,102381.869837
5310.317,14.161,2655.76316235,122646.687014
5562.406,13.274,6293.95107787,108908.828994
5343.168,13.358,8060.09497332,127383.254453
5285.072,15.202,15014.7850013,161487.716549
5292.41,11.187,5981.02274586,58189.1883125
4744.808,10.818,10667.9089377,77097.4615873
6162.567,17.29,24226.012213,393287.015906
5283.501,11.099,7729.97488938,44228.4572305
5132.205,17.744,17022.2493463,232635.80533
5267.252,16.227,35422.1780766,211335.000014
5351.189,11.676,2166.40184927,39185.3616757
5277.524,11.042,4170.3905027,48720.9954342
5252.562,14.344,10847.737914,221617.866421
5249.65,10.745,672.579917705,47871.5449997
5304.319,19.553,5576.88897944,150955.731106
5454.5,10.124,8705.68710481,49650.0401278
5280.731,25.999,3946.55589607,212848.430926
5803.896,13.731,8007.14399127,135731.137299
5295.554,10.148,6098.66558054,38549.136624
5174.158,12.1,5389.67509523,115261.620537
5284.918,10.881,5014.00922553,55645.2881281
4856.746,13.905,740.685986434,95973.9581915
5158.124,15.159,1021.77912021,85461.7184068
5271.422,12.642,11584.4163091,133010.357399
5281.98,12.623,8301.18048796,77053.1612563
5260.172,12.57,3153.62807297,113933.303942
5271.13,11.345,6322.37731897,79618.152992
5504.448,14.998,14113.9831207,168266.137722
5552.039,12.789,12642.8654011,92134.7485725
5450.133,12.531,9525.91247607,74892.8095356
6213.311,13.68,8544.2372197,78042.9765801
5266.305,12.118,2956.44111841,50900.6214489
5302.327,16.772,32915.1452017,262210.791283
5277.936,13.555,14848.4832484,155065.34505
6583.242,14.457,13417.1178549,139510.250966
5239.306,10.916,4043.32515447,64102.5652163
6077.148,13.946,5878.13900771,109857.463398
5659.133,20.892,7598.92028628,262240.539732
5276.766,14.029,19791.1325513,192672.607873
5438.359,15.004,14339.277201,117470.322588
5284.731,10.657,4716.04625067,30386.6291632
5289.335,15.136,3982.10072512,169609.642389
5301.716,15.111,14886.1866805,184279.660223
5285.143,11.846,7827.38713151,50656.690794
5116.434,12.621,13063.912709,140652.118935
5125.363,12.619,13065.0265133,140653.676079
5119.789,12.608,13063.7496092,140651.396856
5107.761,12.609,13063.7496092,140651.396856
5798.081,14.546,5450.82944764,109765.634359
5006.081,13.94,3605.49282547,77777.3441294
5273.496,16.032,7978.41143838,208309.345785
4824.464,12.357,5011.45011833,75057.0604745
5357.52,13.174,5980.36718314,96891.8564707
5357.52,13.174,5980.36718314,96891.8564707
5305.026,11.292,6084.01575699,94523.8416845
5376.895,11.379,3036.08099316,57518.8043626
5365.516,12.057,2364.12083084,60234.0624549
5282.606,15.072,12024.9592615,210449.749974
5297.702,16.067,8189.2001692,82568.0013383
5301.575,15.055,3885.63202335,167921.48196
5123.435,10.207,1559.18268827,62045.4139911
5269.62,11.359,2059.15853518,81420.8425461
4918.493,9.718,1587.8069581,61302.0066508
5069.245,11.688,6171.53012298,57982.6268776
5250.546,13.034,4449.2922801,91978.8358349
5262.147,14.215,648.899061026,116025.444573
5591.281,18.822,14768.6358893,295372.34741
5437.982,10.717,6346.3830551,67687.2763279
5337.387,31.743,9207.2696471,358610.467115
5280.037,15.223,8906.93732602,114028.110561
5338.912,12.17,7076.63159069,69685.4509185
5282.069,12.081,7864.17288041,71911.4727865
5365.79,11.791,8963.19232461,70294.9526127
5169.584,17.784,9895.78626603,266226.569447
5274.128,15.721,6407.33534801,99979.8922542
5151.278,15.549,6352.85205458,97373.0786163
5324.542,17.398,3573.12526297,122187.525559
5279.813,14.579,8104.39600464,81247.2762598
5280.416,11.29,2795.7217112,47358.9813163
5587.914,11.748,2420.91320373,45789.6819617
5296.906,17.124,10967.165645,296834.131771
5285.833,10.409,6058.93468783,80110.8728624
5366.712,10.086,4450.96509954,75825.5087802
5277.003,19.082,5132.37829909,218252.094403
5277.949,12.226,5081.32371239,59866.6146112
5299.7,11.643,4536.0097867,59273.9067617
5305.672,17.288,14777.7480975,212454.931776
5214.0,19.323,13462.4640734,169077.064704
6776.615,19.526,13527.0705332,171668.948992
5261.726,16.372,4973.03646872,75908.3661325
5270.685,14.021,1128.56191062,92774.3345015
5513.936,12.277,9845.39580406,76484.8536553
5263.914,13.67,8680.14987365,121535.467547
5253.01,13.673,8680.04256939,121537.325108
5008.398,13.808,8679.86094175,121518.91923
5008.398,13.808,8679.86094175,121518.91923
5256.036,15.27,8049.21687818,121016.038074
5290.705,20.694,21578.1917722,487478.282737
5319.551,10.798,2712.70049318,65763.4923686
5288.731,15.614,3451.51422024,57286.611274
5302.75,16.215,11202.1919822,187413.142274
5013.063,16.188,11197.7463119,187300.258279
5160.464,14.49,3430.70190509,156210.917057
5291.067,11.147,6291.69338989,68482.9987491
5289.02,9.984,3544.02199543,52556.6870469
5226.53,12.003,3801.9673761,114929.023661
4776.369,12.244,3146.19210348,129230.80353
5268.363,16.944,7748.11458106,305120.962061
5323.355,14.378,7662.59827726,187240.876818
5259.249,14.435,9495.13798962,158666.834747
5212.331,14.275,10963.4270035,214145.44688
5306.059,10.517,7076.8332586,56523.5052784
5878.604,16.019,14906.6960666,128278.227457
5207.016,11.45,1875.522,88337.0022632
5404.016,11.473,1875.56141827,88344.5813915
5227.39,11.458,1869.77923301,88344.1089029
5404.016,11.473,1875.56141827,88344.5813915
5227.39,11.458,1869.77923301,88344.1089029
5164.343,11.025,6360.38764514,137095.52088
4646.611,12.329,4097.91052389,91965.0656353
4627.729,14.036,6704.93435696,139500.465764
5244.094,13.513,6705.19529088,139498.540549
5877.514,13.27,6154.78221497,136694.782076
5163.14,10.993,6359.91690954,137088.836223
5288.708,15.973,7125.22947775,184540.366291
5364.742,12.094,7737.00785189,76941.9413539
5526.869,12.077,6159.26199375,64557.9591123
5381.856,12.088,6159.26199375,64557.9591123
5139.809,11.235,10269.4012598,72197.6523864
5252.67,10.761,7500.86537293,68668.3412986
5315.606,9.641,5114.33337924,51858.5660339
5240.529,11.51,4039.90196531,63538.552389
5796.599,14.61,8343.58952054,164851.391583
5276.531,11.605,1261.24892345,51310.9734011
5302.683,16.151,423.103732553,154584.839025
6251.338,13.266,5307.43219669,93819.1034397
5280.04,10.518,4258.08424206,65722.0840921
5295.122,12.19,9102.29522615,174057.763753
5309.556,15.186,8241.68857651,165489.692972
5262.029,11.561,7507.72949199,94949.3767409
5524.626,11.835,7282.76802517,92294.7220499
5524.626,11.835,7282.76802517,92294.7220499
5345.681,9.973,5398.86553273,44632.6923862
5507.335,22.168,7762.38428336,274995.87731
4821.802,15.486,7748.91300785,114725.990729
5256.039,9.972,6480.66234567,38609.6580349
5271.817,14.294,4174.42451231,156464.995914
5240.541,10.855,8760.82780812,70257.1229458
5268.042,15.199,9062.57917574,236279.772893
5312.768,10.88,1638.65327858,41854.4399567
5288.024,10.81,6437.21353079,57464.6876529
5307.683,22.602,10237.2108867,398339.988258
5748.126,17.804,68669.6802753,286966.093382
5318.359,19.358,9128.70825711,290532.00045
5296.264,11.373,5398.07674719,46734.0427922
5266.041,13.186,9407.22786468,87902.2863784
5212.699,16.521,6030.10344989,100473.587008
6798.002,16.545,17201.1489549,221447.279361
6895.866,17.632,16727.3460974,228023.988598
5310.777,11.084,3954.11070935,49057.5133482
5289.429,15.815,9536.07257864,216252.328269
